XID,Product_Name,Product_Number,Product_URL,Product_SKU,Product_Inventory_Link,Product_Inventory_Status,Product_Inventory_Quantity,Product_IsHazmat,Product_IsCloseOut,Description,Summary,Prod_Image,Catalog_Information,Product_Type,Category,DoNotUse_ASI_Categories,Keywords,Product_Color,Material,Size_Group,Size_Values,Shape,Theme,Tradename,Origin,Option_Type,Option_Name,Option_Values,Can_order_only_one,Req_for_order,Option_Additional_Info,Imprint_Method,Linename,Artwork,Imprint_Color,Sold_Unimprinted,Personalization,Imprint_Size,Imprint_Location,Additional_Color,Additional_Location,Product_Sample,Spec_Sample,Production_Time,Rush_Service,Rush_Time,Same_Day_Service,Packaging,Shipping_Items,Shipping_Dimensions,Shipping_Weight,Shipper_Bills_By,Shipping_Info,Ship_Plain_Box,Free_Shipping,Comp_Cert,Product_Data_Sheet,Prop65Applicable,Prop65Warnings,Prop65Chemicals,Prop65AdditionalInfo,Safety_Warnings,Additional_Info,Distributor_Only,Disclaimer,Base_Price_Name,Base_Price_Criteria_1,Base_Price_Criteria_2,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,Product_Number_Price,Price_Includes,QUR_Flag,Sequence,Currency,Always_Free_Setup,Less_Than_Min,Price_Type,Upcharge_Name,Upcharge_Criteria_1,Upcharge_Criteria_2,Upcharge_Type,Upcharge_Level,Service_Charge,UQ1,UQ2,UQ3,UQ4,UQ5,UQ6,UQ7,UQ8,UQ9,UQ10,UP1,UP2,UP3,UP4,UP5,UP6,UP7,UP8,UP9,UP10,UD1,UD2,UD3,UD4,UD5,UD6,UD7,UD8,UD9,UD10,Upcharge_Details,U_QUR_Flag,Confirmed_Thru_Date,Product_Number_Criteria_1,Product_Number_Criteria_2,Product_Number_Other,SKU_Criteria_1,SKU_Criteria_2,SKU_Criteria_3,SKU_Criteria_4,SKU,Inventory_Link,Inventory_Status,Inventory_Quantity,IsHazmat,IsCloseOut,Related_Products,Distributor_View_Only,Carrier_Information,Item_Weight,Warranty,Battery,Market_Segment,Industry_Segment,SEO_FLG,UPC_Code,Additional_Imprint_Information,Item_Assembled,Delivery_Option,Do_Not_Use,Product_Status,Workflow_Status,DoNotUse_Workflow_Status_Reason,Operation,Product_Effective_Date,Product_End_Date,Last_Updated_Date
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Silicone Phone Wallet,AD0615,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0615-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The wallet is basically a pocket that you can stick on the back of your phones. It fits most smart phones and can be stuck on and removed easily without leaving any residue. Very handy for carrying bank cards, ID cards, drivers' licence and even small headphones. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Silicone Phone Wallet,,,Storage & Organization,Mobile Accessories-Cell Phone Wallets,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Silicone ,Other,3 3/8 " x 2 1/5 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2500,5000,10000,,,,,,0.7,0.65,0.6,0.57,0.52,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,The freight and duties to your company. ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Body Massage Brush,AD0616,https://images15.fotki.com/v1685/photos/2/4164902/16544122/AD0616-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The body brush comes with a wood beech and PP body, sisal hemp brushes. With a cotton woven band, it is easy to hold and to be placed. The brush can remove dead skin cells and impurities to leave skin feeling cleansed, soft and smooth. Some soft PPR massage nodules are buried among the brushes which can soothe muscles ache. Custom logo available. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Body Massage Brush,,,Tools & Hardware,"Beauty Aids-Skin,BRUSHES",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Wood ,Other,4.33 " x 4.33 " x 1.37 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,300,700,1000,3000,5000,10000,,,,,4.724,4.552,3.787,3.574,3.327,2.432,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 700 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Customized Unisex Jelly Silicone Watch,AD0617,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0617-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This watch is made of silicone with a 1.2 inch screen and 9.1 inch length. Fashionable and water-proof. Customized logo is acceptable. Great to promote your brand. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Customized Unisex Jelly Silicone Watch,,,Apparel & Outerwear,Watches-Analog,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Silicone ,Other,1.2 " x 9.1 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,10000,,,,,,3.757,3.429,3.086,2.714,2.357,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,The freight and duties to your company. ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4-in-1 Stainless Steel Ice Cube,AD0618,https://images34.fotki.com/v1681/photos/2/4164902/16544122/AD0618-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. Being made of food-grade 304 stainless steel, the ice cubes will be safe to use. 
4 ice cubes and a tong are packed in a PP box, the size of the ice is 1.06""x 1.06""x 1.06"", the size of box is 6.11""x 3.03""x 1.18"" and the size of the tong is 5.27"" x 0.71""x 0.71"". Just keep them in the fridge until you're ready to drop them into your drink. It will not affect the taste of the drink. Your logos are welcomed. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",4-in-1 Stainless Steel Ice Cube,,,Drinkware,"ICE CUBE TRAYS,ICE CUBES",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Stainless Steel ,Other,"1.06 "" x 1.06 "" x 1.06 "", 5.27 "" x 0.71 "" x 0.71 "", 6.11 "" x 3.03 "" x 1.18 "" ", , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,100,300,500,1000,3000,,,,,,10.65,8.38,7.66,6.38,5.85,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,Shipping by Sea over 300 pieces ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Folding Wok Stand,AD0619,https://images20.fotki.com/v1684/photos/2/4164902/16544122/AD0619-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The folding wok stand is made of ABS. Its size is 7.4"" x 7.4"" x 0.4"". It will protect your desk from heat. Also, it is the best choice to set your wok when camping. More details pls contact us! Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Folding Wok Stand,,,Tools & Hardware,Pads-General,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=ABS ,Other,7.4 " x 7.4 " x 0.4 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,1500,3000,5000,7000,,,,,,2.129,1.957,1.943,1.729,1.671,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,N/A ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Custom Bluetooth anti-lost tracker,AD0620,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0620-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This tracker is made of ABS. The size is 1.4'' x 1.3''. Suitable for most of smart phones. Portable and very convenient. Customized logo is acceptable. Great to promote your brand. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Custom Bluetooth anti-lost tracker,,,Electronics & Tech Products,"Electronic Devices-General,BLUETOOTH TRACKERS & GPS DEVICES,Mobile Accessories-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=ABS ,Other,1.4 " x 1.3 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2500,5000,10000,,,,,,4.286,4.214,4.143,4.086,4.014,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,N/A ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Custom Bluetooth 4.0 Tracker,AD0621,https://images20.fotki.com/v1684/photos/2/4164902/16544122/AD0621-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This tracker is made of ABS. The size is 1.5'' x 1.5''. Suitable for most smart phones. Portable and very convenient. Customized logo is acceptable. Great to promote your brand. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Custom Bluetooth 4.0 Tracker,,,Electronics & Tech Products,"Electronic Devices-General,BLUETOOTH TRACKERS & GPS DEVICES,Mobile Accessories-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=ABS ,Other,1.5 " x 1.5 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2500,5000,10000,,,,,,4.286,4.214,4.143,4.1,4,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,N/A ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,4 In 1 Multi-functional Safety Hammer,AD0622,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0622-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The hammer is functional, It can be used as a hammer, breaking through the glass, can be used as a seat belt cutter, cutting off the seat belt when in emergency, can be used as a torch, and also can be an emergency flashing light, shining to get others attention when in emergency. Custom logo is available. A good tool for car, bus, travel, camping and other outdoor events. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",4 In 1 Multi-functional Safety Hammer,,,Tools & Hardware,"CUTTERS,Tools-Hardware-Hammers",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Metal ,Other,7.48 " x 2.75 " x 2.75 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,3000,5000,10000,,,,,,6.32,6.05,5.64,4.23,3.58,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 5000 pieces, price not including battery. ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Square Compact Metal Mirror,AD0623,https://images46.fotki.com/v1682/photos/2/4164902/16544122/AD0623-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The mirror is ideal gift for ladies. It is made of metal, lightweight and durable. This mirror is small enough to fit in your pocket or purse. It is a great giveaway with your brand and logo. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Square Compact Metal Mirror,,,"Health, Beauty & Wellness",COMPACTS & POCKET MIRRORS,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Metal ,Other,2.48 " x 2.48 " x 1.11 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,,,,4.952,4.325,3.986,3.289,2.925,2.757,2.424,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 1000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Tape Measure with Sticky Note Pad,AD0624,https://images14.fotki.com/v1683/photos/2/4164902/16544122/AD0624-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. The tape measure is made of ABS plastic and metal, including a 78"" long ruler, a level, a belt clip, a mini pen, and a 15 sheets self-adhesive note pad. Sticky note is measuring 1.75"" x 1.75"". Printing your logos and brands on the it will be a great promotional gift for staffs. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Tape Measure with Sticky Note Pad,,,Tools & Hardware,"Memo Pads-Self-Stick Note Pads,TAPE MEASURES",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Paper ,Other,3 " x 2.25 " x 1 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2000,3000,5000,8000,10000,50000,,,2.072,1.998,1.853,1.802,1.769,1.705,1.638,1.008,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,"1 color and 1 location imprint, shipping by Sea over 1000 pieces ",,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Bullet type Car Charger,AD0625,https://images49.fotki.com/v1680/photos/2/4164902/16544122/AD0625-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. Dual USB Car charger is designed for Apple and Android Devices. Don't heat the plug or overcharges the battery. Intelligent IC chip inside recognizes a full battery and automatically switch to a saver. Short circuit protection. LED charging indication. Input: 12V--24V DC.Output: 5V  1A.  Provides Unlimited Talk Time. Plugs Into Car's Cigarette Lighter. Engineered for Reliable Portable Power. Compatible with most USB enabled Devices, Digital Cameras, Smart Phones, and Gaming Devices. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Bullet type Car Charger,,,Automotive Accessories,"AUTO ACCESSORIES,Battery Rechargers & Adaptors-General,LED PRODUCTS,Mobile Accessories-General",, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=Plastic ,Other,0.94 " x 2.2 " x 0.94 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,1000,2000,3000,4000,5000,,,,,,2.7,2.671,2.643,2.614,2.586,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,The freight and duties to your company. ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Kids Elderly Mini Tracker,AD0626,https://images12.fotki.com/v1686/photos/2/4164902/16544122/AD0626-vi.jpg,,,,,Unspecified ,,"Come and see our amazing products. This Tracker is made of ABS and Silicone.The size is 2.05""*1.22""*0.43"". Ideal for,locate any lost or misplaced items in seconds by ringing your missing keys,using tracker's distance indicator.Customized logo and size are acceptable.Great to promote your brand. Pls confirm with us about 
the packing info, stock color and exact production time before 
placing your order.",Kids Elderly Mini Tracker,,,"Baby, Toddler, & Child Items",BLUETOOTH TRACKERS & GPS DEVICES,, ,"Medium White=White,Medium Black=Black,Medium Gray=Gray,Medium Blue=Blue,Medium Purple=Purple,Medium Red=Red,Medium Orange=Orange,Medium Brown=Brown",Other=ABS -Silicone ,Other,2.05 " x 1.22 " x 0.43 " , , ,,CHINA,,,,,,,Other=Laser/Silkscreen ,,,Up to 2 colors ,Y ,, , ,,,,,15-25,Y ,13:,,"Case,Poly Bag ",50:per Case ,18.11:in;16.54:in;12.99:in,,,,,Y ,,,,,,,,,,,,,,500,1000,2500,5000,10000,,,,,,4.371,4.357,4.329,4.3,4.257,,,,,,R ,R ,R ,R ,R ,R ,R ,R ,R ,R ,,The freight and duties to your company. ,,1,USD ,N ,,List ,Silkscreen ,IMMD:Silkscreen , ,Set-up Charge ,Per Order ,Required ,1,,,,,,,,,,,,,,,,,,,,Z ,,,,,,,,,,"One color,one side,one location printing. ",,,,,,,,,,,,,,,,,N ,"FedEx International Priority,UPS Worldwide Expedited,UPS Worldwide Express ",,,,"CANALL,USAALL ",,N,,,Unspecified ,E-commerce ready ,,Active ,None ,None ,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
